local_designation|rb_factor_catalogue|ps1_designation|sherlock_distancempc|dec_psf|sherlock_host_ra|psf_inst_mag_sig|cal_psf_mag|sherlockClassification|detection_list_id|sherlock_object_id|filter|rb_factor_image|sherlock_tables|followup_flag_date|sherlock_specz|tns_name|ra_psf|id|sherlock_host_dec|target|ref|diff|mjd_obs
11JYSEhii|0.206869|||49.672504184573405|124.894417|0.146895|20.9235|SN|POSSIBLE|SDSSJ081934.65+494021.0|r|0.865656|NED/SDSS/PS1|2021-10-21|||124.8944330360325|1081934621494021000|49.67253|1081934621494021000_59508.621_120578406_255_target|1081934621494021000_59508.621_120578406_255_ref|1081934621494021000_59508.621_120578406_255_diff|59519.6361199267
11JYSEhik|0.192964||698.275521|44.27495688733487|125.1444868567992|0.17424|20.06|NT|POSSIBLE|2MASXJ08203473+4416293|r|0.493256|NED/SDSS|2021-10-21|0.147132||125.14440608284518|1082034661441629700|44.27493338658587|1082034661441629700_59510.578_120652905_139_target|1082034661441629700_59510.578_120652905_139_ref|1082034661441629700_59510.578_120652905_139_diff|59510.5780417444
11JYSEhil|0.138904|||-26.196845809039804|66.762869|0.105173|19.8881|SN|POSSIBLE|04270308-2611487|g|0.711091|2MASS/GAIA/PS1|2021-10-21|||66.76281904943745|1042703070261148800|-26.196882|1042703070261148800_59511.540_120701226_155_target|1042703070261148800_59511.540_120701226_155_ref|1042703070261148800_59511.540_120701226_155_diff|59518.5141502953
11JYSEhif|0.759186|PS21lia|327.0|10.071302273148879|319.8147917|0.0439476|19.5421|SN|CONFIRMED|2MASXJ21191557+1004144|i|0.988535|NED_D/SDSS/2MASS/PS1|2021-10-20|0.073838|2021abwk|319.8112898442545|1211914701100416600|10.07064|1211914701100416600_59507.286_120502979_865_target|1211914701100416600_59507.286_120502979_865_ref|1211914701100416600_59507.286_120502979_865_diff|59519.2827803004
11JYSEhht|0.48073|PS21lhy|294.896191|51.11392289479975|140.587734066|0.127098|20.6274|SN|GOOD|SDSSJ092221.04+510648.2|r|0.639538|NED/SDSS/PS1|2021-10-20|0.065599|2021abwi|140.58883243709337|1092221321510650200|51.113433584|1092221321510650200_59507.595_120527916_284_target|1092221321510650200_59507.595_120527916_284_ref|1092221321510650200_59507.595_120527916_284_diff|59519.6379405266
11JYSEhhv|0.276183|PS21lhz||6.527726981434567|334.906217412|0.119433|20.0387|SN|GOOD|1237669762796749428|i|0.954286|SDSS/PS1|2021-10-20||2021abwj|334.9062509472306|1221937501063139800|6.527305064|1221937501063139800_59507.297_120510170_407_target|1221937501063139800_59507.297_120510170_407_ref|1221937501063139800_59507.297_120510170_407_diff|59515.2192440838
11JYSEhhz|0.234788|PS21lic|328.0|49.00009353516807|125.531876|0.0450254|19.5104|SN|GOOD|2MASXJ08220765+4900107|r|0.586142|NED_D/SDSS/2MASS/PS1|2021-10-20|0.0942849|2021abwm|125.53987981064974|1082209561490000400|49.002975|1082209561490000400_59507.593_120527708_217_target|1082209561490000400_59507.593_120527708_217_ref|1082209561490000400_59507.593_120527708_217_diff|59519.6361199267
11JYSEhhu|0.235672|PS21ljm|271.9299|-0.7032568273853984|319.276417|0.0866647|19.561|NT|GOOD|SDSSJ211706.33-004210.8|g|0.556796|NED/SDSS|2021-10-20|0.0607|2021accm|319.27630919994766|1211706310004211800|-0.703|1211706310004211800_59508.294_120544266_29_target|1211706310004211800_59508.294_120544266_29_ref|1211706310004211800_59508.294_120544266_29_diff|59518.2131108
11JYSEhid|0.39331|||6.096712817663521|330.0758771809614|0.141912|20.309|SN|POSSIBLE|1237669697833600164|i|0.842946|SDSS/PS1|2021-10-20|||330.07588841359427|1220018191060548100|6.096787432504069|1220018191060548100_59507.296_120509064_323_target|1220018191060548100_59507.296_120509064_323_ref|1220018191060548100_59507.296_120509064_323_diff|59512.2858469989
11JYSEhib|0.207569|||-28.465807845975963|54.296038214|0.360764|19.8152|SN|POSSIBLE|73840542962531416|r|0.893448|PS1|2021-10-20|||54.29612421705033|1033711080282756600|-28.46582017|1033711080282756600_59507.541_120522774_92_target|1033711080282756600_59507.541_120522774_92_ref|1033711080282756600_59507.541_120522774_92_diff|59508.4871491622
11JYSEhhy|0.120831|||43.420206211397165|126.416166006|0.104091|20.157|SN|POSSIBLE|1237673310969594143|r|0.981437|SDSS/2MASS/PS1|2021-10-20|||126.41617412933725|1082539891432512900|43.420205941999996|1082539891432512900_59507.593_120527647_264_target|1082539891432512900_59507.593_120527647_264_ref|1082539891432512900_59507.593_120527647_264_diff|59508.6213698905
11JYSEhie|0.0552691|||-5.315060498475904|313.8226527447622|0.223648|20.7108|SN|POSSIBLE|1237652936178991666|z|0.506176|SDSS|2021-10-20|||313.8221501911519|1205517300051854200|-5.3166032032453705|1205517300051854200_59507.283_120502684_1069_target|1205517300051854200_59507.283_120502684_1069_ref|1205517300051854200_59507.283_120502684_1069_diff|59507.283869002
11JYSEhhx|0.0491848|||44.63802903781921|128.99143376313998|0.148462|20.6402|SN|POSSIBLE|1237654653102522564|r|0.629376|SDSS/2MASS/GAIA/PS1|2021-10-20|||128.99147664451084|1083557961443816800|44.63802122328544|1083557961443816800_59507.594_120527775_313_target|1083557961443816800_59507.594_120527775_313_ref|1083557961443816800_59507.594_120527775_313_diff|59519.6365812455
11JYSEhic|0.615472|||6.096746789179648|330.0758771809614|0.198748|20.5347|SN|POSSIBLE|1237669697833600164|i|0.923238|SDSS/PS1|2021-10-20|||330.07592478697273|1220018211060548500|6.096787432504069|1220018211060548500_59507.296_120509064_323_target|1220018211060548500_59507.296_120509064_323_ref|1220018211060548500_59507.296_120509064_323_diff|59515.2183465692
11JYSEhig|0.0911628||44.384833|50.276186440622226|130.65847|0.237214|20.8123|SN|POSSIBLE|WISEAJ084238.08+501631.9|z|0.463212|NED/LASR|2021-10-20|0.010282||130.7585776589366|1084302041501634200|50.27528|1084302041501634200_59507.597_120528411_396_target|1084302041501634200_59507.597_120528411_396_ref|1084302041501634200_59507.597_120528411_396_diff|59507.5973443947
11JYSEhhw|0.0681668|||52.80194796243935|139.296416667|0.269971|21.0475|NT|POSSIBLE|SDSSJ091711.14+524806.8|r|0.474637|NED|2021-10-20|||139.296486865625|1091711141524806900|52.80189|1091711141524806900_59508.623_120578638_316_target|1091711141524806900_59508.623_120578638_316_ref|1091711141524806900_59508.623_120578638_316_diff|59508.6236049831
11JYSEhhm|0.4184|PS21lib||-26.480403835287483|59.062885|0.111635|20.8387|SN|CONFIRMED|03561509-2628555|g|0.798234|2MASS/PS1|2021-10-19||2021abwl|59.06461478728424|1035615500262849500|-26.482105|1035615500262849500_59506.529_120486793_250_target|1035615500262849500_59506.529_120486793_250_ref|1035615500262849500_59506.529_120486793_250_diff|59518.513263506
11JYSEhhl|0.89852|PS21lhp|428.619876|10.405969416811672|321.51464483103223|0.0676008|19.7631|NT|CONFIRMED|2MASXJ21260349+1024208|i|0.991109|NED/SDSS|2021-10-19|0.093525||321.51469521118514|1212603521102421400|10.405788762792383|1212603521102421400_59506.342_120478173_431_target|1212603521102421400_59506.342_120478173_431_ref|1212603521102421400_59506.342_120478173_431_diff|59519.2836678302
11JYSEhho|0.0334213|||-20.720435834517986|67.247294254|0.22449|20.8016|SN|POSSIBLE|83130672473035814|g|0.422116|PS1|2021-10-19|||67.2473206448368|1042859340204313700|-20.720424216|1042859340204313700_59506.528_120486785_200_target|1042859340204313700_59506.528_120486785_200_ref|1042859340204313700_59506.528_120486785_200_diff|59518.5155523087
11JYSEhhp|0.139013|||-9.73658621402994|62.649467709999996|0.239122|20.3918|SN|POSSIBLE|96310626494865582|z|0.42456|PS1|2021-10-19|||62.65090595061014|1041036210094411500|-9.737469534|1041036210094411500_59506.485_120485431_99_target|1041036210094411500_59506.485_120485431_99_ref|1041036210094411500_59506.485_120485431_99_diff|59513.4842961003
11JYSEhhr|0.0361188|||-10.689319324573717||0.0833744|19.6177|ORPHAN|POSSIBLE||r|0.443655||2021-10-19|||65.18967088548565|1042045520104121500||1042045520104121500_59506.486_120485508_147_target|1042045520104121500_59506.486_120485508_147_ref|1042045520104121500_59506.486_120485508_147_diff|59513.4820039002
11JYSEhhs|0.764529|||10.987281637872922||0.0931901|19.6868|ORPHAN|POSSIBLE||r|0.832119||2021-10-19|||318.741138468132|1211457861105914100||1211457861105914100_59506.341_120478097_425_target|1211457861105914100_59506.341_120478097_425_ref|1211457861105914100_59506.341_120478097_425_diff|59506.3419391522
11JYSEhhq|0.3255|||-7.721311660148125|63.573492370000004|0.175481|20.2112|SN|POSSIBLE|98730635736653535|i|0.487683|PS1|2021-10-19|||63.573977869564295|1041417740074316700|-7.722334256|1041417740074316700_59506.485_120485472_216_target|1041417740074316700_59506.485_120485472_216_ref|1041417740074316700_59506.485_120485472_216_diff|59506.485909517
11JYSEhhn|0.762912|||-21.18778774852693|65.611287384|0.181038|20.1148|SN|POSSIBLE|82570656113197761|r|0.974505|PS1|2021-10-19|||65.61270884647317|1042227040211115800|-21.185459396000002|1042227040211115800_59506.531_120487243_118_target|1042227040211115800_59506.531_120487243_118_ref|1042227040211115800_59506.531_120487243_118_diff|59506.531408931
11JYSEhhj|0.373658|||-11.261591899833657|62.949686480000004|0.129402|20.0846|SN|POSSIBLE|94480629495764967|z|0.515698|PS1|2021-10-18|||62.95003696722455|1041148010111541700|-11.262984207999999|1041148010111541700_59505.520_120452424_284_target|1041148010111541700_59505.520_120452424_284_ref|1041148010111541700_59505.520_120452424_284_diff|59513.4838555646
11JYSEhhk|0.753718|||2.415183069980901|48.614068734|0.154705|20.3949|SN|POSSIBLE|110890486141468759|r|0.992683|PS1|2021-10-18|||48.6153477256381|1031427681022454600|2.415333708|1031427681022454600_59505.619_120460154_214_target|1031427681022454600_59505.619_120460154_214_ref|1031427681022454600_59505.619_120460154_214_diff|59505.6194409593
11JYSEhhf|0.519201|||-3.864653222123588|42.222101124|0.161056|20.0489|SN|POSSIBLE|103360422221652899|r|0.597546|PS1|2021-10-17|||42.22217357629122|1024853320035152700|-3.864601454|1024853320035152700_59504.425_120388668_140_target|1024853320035152700_59504.425_120388668_140_ref|1024853320035152700_59504.425_120388668_140_diff|59504.4250974306
11JYSEhhg|0.667905|||-3.59733440834816|50.553983607999996|0.318784|19.452|SN|POSSIBLE|103680505539771776|z|0.996313|PS1|2021-10-17|||50.55186253495523|1032212440033550400|-3.598852192|1032212440033550400_59504.429_120390112_73_target|1032212440033550400_59504.429_120390112_73_ref|1032212440033550400_59504.429_120390112_73_diff|59504.4292616555
11JYSEhhh|0.469072|||-7.718529645427415|63.573801912|0.129595|19.9575|SN|POSSIBLE|98730635738047080|z|0.503836|PS1|2021-10-17|||63.57275409868637|1041417460074306500|-7.719517958|1041417460074306500_59505.520_120453189_238_target|1041417460074306500_59505.520_120453189_238_ref|1041417460074306500_59505.520_120453189_238_diff|59513.4842961003
11JYSEhha|0.30955|PS21ldw||0.9184447342860587|17.296533736|0.189299|20.5942|SN|GOOD|SDSSJ010911.17+005507.9|z|0.517952|NED/SDSS/PS1|2021-10-14|||17.296226495075683|1010911091005506300|0.9188325|1010911091005506300_59501.362_120331551_282_target|1010911091005506300_59501.362_120331551_282_ref|1010911091005506300_59501.362_120331551_282_diff|59501.3628430021
11JYSEhhd|0.204005|PS21ljl||1.6457287246574475|3.14904166667|0.138359|20.3039|NT|GOOD|APMUKS(BJ)B001001.92+012203.3|r|0.486781|NED|2021-10-14|||3.1487936594383115|1001235721013844600|1.64563888889|1001235721013844600_59501.361_120331466_164_target|1001235721013844600_59501.361_120331466_164_ref|1001235721013844600_59501.361_120331466_164_diff|59514.4062816496
11JYSEhgo|0.0543169|PS21lud||-11.351136138955605|59.090572066|0.17482|21.3589|SN|GOOD|94370590905809062|i|0.470415|PS1|2021-10-14||2021aczf|59.09060314728151|1035621760112104000|-11.35113592|1035621760112104000_59501.557_120352845_270_target|1035621760112104000_59501.557_120352845_270_ref|1035621760112104000_59501.557_120352845_270_diff|59518.5592338183
11JYSEhhb|0.110456|||1.2593131763170649|1.541578254|0.248636|21.0842|SN|POSSIBLE|1237678617418531029|i|0.517|SDSS/PS1|2021-10-14|||1.5415365213165355|1000609951011533600|1.259317086|1000609951011533600_59501.361_120331435_70_target|1000609951011533600_59501.361_120331435_70_ref|1000609951011533600_59501.361_120331435_70_diff|59514.4031376828
11JYSEhgp|0.659603|||-8.4316262706306|67.41814056|0.143192|20.8094|SN|POSSIBLE|97880674182022442|i|0.6025|PS1|2021-10-14|||67.41812066803338|1042940350082554100|-8.431639108|1042940350082554100_59501.559_120353105_216_target|1042940350082554100_59501.559_120353105_216_ref|1042940350082554100_59501.559_120353105_216_diff|59518.5614129651
11JYSEhhc|0.195506|||-2.396181602702945|20.1570416667|0.227344|20.3412|UNCLEAR|POSSIBLE|NVSSJ012037-022402|z|0.420733|NED|2021-10-14|||20.158114375043848|1012037930022346200|-2.40066666667|1012037930022346200_59501.361_120331391_245_target|1012037930022346200_59501.361_120331391_245_ref|1012037930022346200_59501.361_120331391_245_diff|59501.3612288857
11JYSEhgz|0.0911179|||1.1094662948709204|2.288874340022744|0.221591|20.6706|SN|POSSIBLE|SDSSJ000909.36+010631.0|z|0.526321|NED/SDSS|2021-10-14|||2.287856557396863|1000909071010634000|1.1086103508706322|1000909071010634000_59501.361_120331456_377_target|1000909071010634000_59501.361_120331456_377_ref|1000909071010634000_59501.361_120331456_377_diff|59501.3617857988
11JYSEhgy|0.229852|||40.345669161785345|46.960620522|0.185056|20.1951|SN|POSSIBLE|1237661081051203227|z|0.828491|SDSS/PS1|2021-10-14|||46.95921170262254|1030750221402044300|40.34616754|1030750221402044300_59501.473_120344263_728_target|1030750221402044300_59501.473_120344263_728_ref|1030750221402044300_59501.473_120344263_728_diff|59501.4738267013
11JYSEhgu|0.584532|||39.747312699124976|48.486902256|0.142179|20.3027|SN|POSSIBLE|1237661081051792910|z|0.907906|SDSS/PS1|2021-10-14|||48.48575971474154|1031356571394450300|39.747976146|1031356571394450300_59501.473_120344255_626_target|1031356571394450300_59501.473_120344255_626_ref|1031356571394450300_59501.473_120344255_626_diff|59501.4738267013
11JYSEhgv|0.0738078|||41.81952895568779|37.61808583|0.26272|20.3839|SN|POSSIBLE|158180376180394618|z|0.44956|PS1|2021-10-14|||37.61875888359463|1023028491414910200|41.819897288|1023028491414910200_59501.474_120344375_317_target|1023028491414910200_59501.474_120344375_317_ref|1023028491414910200_59501.474_120344375_317_diff|59501.4748256346
11JYSEhgt|0.247049|||40.39696075242631|46.783865579152376|0.242275|20.4462|SN|POSSIBLE|1237670459658010995|z|0.992826|SDSS|2021-10-14|||46.79232037211663|1030710171402349000|40.391885744610484|1030710171402349000_59501.473_120344271_1123_target|1030710171402349000_59501.473_120344271_1123_ref|1030710171402349000_59501.473_120344271_1123_diff|59501.4738267013
11JYSEhgs|0.79882|||41.598239387720945|51.611072254|0.107185|19.9388|SN|POSSIBLE|157910516110429063|z|0.99256|PS1|2021-10-14|||51.61258253651144|1032627011413553600|41.598639492|1032627011413553600_59501.475_120344990_1584_target|1032627011413553600_59501.475_120344990_1584_ref|1032627011413553600_59501.475_120344990_1584_diff|59501.4757980026
11JYSEhgx|0.102358|||41.66418527480192|51.310451398|0.15967|20.5332|SN|POSSIBLE|1237661056355863496|z|0.707573|SDSS/PS1|2021-10-14|||51.30890900769966|1032514121413951000|41.664343588|1032514121413951000_59501.475_120344991_1151_target|1032514121413951000_59501.475_120344991_1151_ref|1032514121413951000_59501.475_120344991_1151_diff|59501.4757980026
11JYSEhgw|0.659755|||42.02842480748661|50.867091141045705|0.101581|19.8853|SN|POSSIBLE|1237661060648207558|z|0.978634|SDSS/PS1|2021-10-14|||50.869849462575345|1032328761420142200|42.02721697461649|1032328761420142200_59501.475_120344996_1015_target|1032328761420142200_59501.475_120344996_1015_ref|1032328761420142200_59501.475_120344996_1015_diff|59501.4757980026
11JYSEhgq|0.427263|||-8.789300275292561|63.63777943|0.182825|21.2867|SN|POSSIBLE|97450636377790241|g|0.473405|PS1|2021-10-14|||63.63704786129701|1041432890084721600|-8.791767328|1041432890084721600_59501.558_120353007_302_target|1041432890084721600_59501.558_120353007_302_ref|1041432890084721600_59501.558_120353007_302_diff|59501.5588605263
11JYSEhgn|0.174214|||-9.80869462673969|65.859741542|0.235386|21.2327|SN|POSSIBLE|96220658600159245|g|0.641696|PS1|2021-10-14|||65.85899162385196|1042326160094831100|-9.809238124|1042326160094831100_59501.559_120353067_228_target|1042326160094831100_59501.559_120353067_228_ref|1042326160094831100_59501.559_120353067_228_diff|59501.5592933387
11JYSEhgr|0.393923|||-9.197762692537362||0.279863|21.4415|ORPHAN|POSSIBLE||g|0.456985||2021-10-14|||62.9360550727766|1041144660091151900||1041144660091151900_59501.558_120353004_244_target|1041144660091151900_59501.558_120353004_244_ref|1041144660091151900_59501.558_120353004_244_diff|59501.5588605263
11JYSEhgm|0.375242|||-7.213638149485916|59.571738734|0.257415|21.2271|SN|POSSIBLE|99340595716384557|g|0.619916|PS1|2021-10-14|||59.57110275715918|1035817060071249100|-7.21325924|1035817060071249100_59501.557_120352923_186_target|1035817060071249100_59501.557_120352923_186_ref|1035817060071249100_59501.557_120352923_186_diff|59501.5579873384
11JYSEhhe|0.553513||31.6|-7.137374947077493|62.63792|0.154127|20.7769|SN|POSSIBLE|MCG-01-11-004|g|0.983003|NED_D/LASR|2021-10-14|0.0098||62.67811671783227|1041042750070814400|-7.16667|1041042750070814400_59501.558_120353033_196_target|1041042750070814400_59501.558_120353033_196_ref|1041042750070814400_59501.558_120353033_196_diff|59501.5588605263
11JYSEhgl|0.928747|PS21ldl||17.599540427571018|5.464488928614742|0.101583|20.4255|SN|GOOD|1237679456538001689|g|0.98998|SDSS/PS1|2021-10-13|||5.464910430011624|1002151571173558200|17.60003320214117|1002151571173558200_59500.445_120292803_138_target|1002151571173558200_59500.445_120292803_138_ref|1002151571173558200_59500.445_120292803_138_diff|59519.2776366737
11JYSEhgk|0.358807|||-7.009519971380492|35.812893017504486|0.214529|19.6814|SN|POSSIBLE|1237679339495424028|g|0.45444|SDSS|2021-10-13|||35.814391325792535|1022315450070034300|-7.009188399748284|1022315450070034300_59500.513_120300912_56_target|1022315450070034300_59500.513_120300912_56_ref|1022315450070034300_59500.513_120300912_56_diff|59500.5137904878
11JYSEhgj|0.996883|PS21laa||2.3024219048648398|17.557709679423795|0.336974|19.1296|SN|CONFIRMED|1237680095939592705|g|0.987712|SDSS/PS1|2021-10-11||2021abbl|17.557494017679986|1011013801021808800|2.302021445020068|1011013801021808800_59498.424_120244284_124_target|1011013801021808800_59498.424_120244284_124_ref|1011013801021808800_59498.424_120244284_124_diff|59516.4119590348
